bucket_range,min_ate_in_bin,max_ate_in_bin,min_length,best_sequence,count
"(-0.024272, -0.024271]",-0.0242716893258252,-0.02427075720624498,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('bin_equal_width_5', 'crace'))",3
"(-0.024271, -0.024269]",-0.02427057911510139,-0.024269552703110542,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('norm_log', 'crace'))",4
"(-0.024269, -0.024268]",-0.02426918058191156,-0.024268746477277604,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('bin_equal_frequency_2', 'mplbir'))",3
"(-0.024268, -0.024267]",-0.024267651242559404,-0.024266920566898643,2,"(('zscore_filter_3', 'dlivord_min'), ('IQR', 'feduc6'))",10
"(-0.024267, -0.024266]",-0.024266811592876084,-0.024266811592876084,3,"(('isolationForest', 'adequacy'), ('zscore_filter_3', 'birattnd'), ('zscore_filter_3', 'gestat10'))",1
"(-0.024266, -0.024264]",-0.024265223176794675,-0.024264305731484827,2,"(('zscore_filter_3', 'drink5'), ('IQR', 'meduc6'))",7
"(-0.024264, -0.024263]",-0.024263486754172548,-0.024263486754172548,3,"(('norm_log', 'adequacy'), ('winsorize', 'cigar6'), ('isolationForest', 'adequacy'))",1
"(-0.024263, -0.024262]",-0.02426268654344183,-0.024262425751167577,2,"(('bin_equal_width_2', 'infant_id'), ('isolationForest', 'adequacy'))",5
"(-0.024262, -0.02426]",-0.024261460406912856,-0.024261460406912856,3,"(('norm_log', 'adequacy'), ('norm_log', 'stoccfipb'), ('isolationForest', 'adequacy'))",1
"(-0.024258, -0.024257]",-0.02425772293506252,-0.02425668426091002,2,"(('zscore_filter_3', 'cigar6'), ('zscore_filter_3', 'gestat10'))",11
"(-0.024257, -0.024255]",-0.024256319371146026,-0.024255872560236487,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('zscore_clip_3', 'frace'))",2
"(-0.024255, -0.024254]",-0.02425475216336888,-0.024254183856994967,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('bin_equal_width_2', 'dtotord_min'))",4
"(-0.024254, -0.024253]",-0.024254002162656576,-0.024253315373284384,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('bin_equal_width_5', 'frace'))",3
"(-0.024252, -0.02425]",-0.024250274139684433,-0.024250274139684433,3,"(('zscore_filter_3', 'adequacy'), ('bin_equal_frequency_2', 'meduc6'), ('isolationForest', 'adequacy'))",1
"(-0.024248, -0.024246]",-0.024246474656328114,-0.024246474656328114,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('bin_equal_width_2', 'mpre5'))",1
"(-0.024246, -0.024245]",-0.02424615692727914,-0.02424615569507406,2,"(('IQR', 'dlivord_min'), ('zscore_filter_3', 'frace'))",8
"(-0.024244, -0.024243]",-0.02424342023845762,-0.02424342023845762,3,"(('norm_log', 'adequacy'), ('bin_equal_width_10', 'dtotord_min'), ('isolationForest', 'adequacy'))",1
"(-0.024243, -0.024241]",-0.024242493556233095,-0.024242493556233095,3,"(('zscore_clip_3', 'adequacy'), ('zscore_clip_3', 'frace'), ('isolationForest', 'adequacy'))",1
"(-0.02424, -0.024239]",-0.024239687625007236,-0.024239128665936596,3,"(('bin_equal_width_2', 'adequacy'), ('bin_equal_width_5', 'stoccfipb'), ('isolationForest', 'adequacy'))",2
"(-0.024239, -0.024237]",-0.02423852368763529,-0.024238468754395736,2,"(('zscore_filter_3', 'birattnd'), ('IQR', 'dlivord_min'))",9
"(-0.024237, -0.024236]",-0.024236919253776426,-0.024236919253776426,3,"(('bin_equal_width_2', 'adequacy'), ('bin_equal_frequency_2', 'dtotord_min'), ('isolationForest', 'adequacy'))",1
