bucket_range,min_ate_in_bin,max_ate_in_bin,min_length,best_sequence,count
"(38115.18, 38290.372]",38117.031452520874,38289.18464373955,2,"(('zscore_clip_3', 'sqft_basement'), ('bin_equal_frequency_10', 'sqft_living'))",211
"(38290.372, 38465.564]",38291.68181093354,38463.443463803225,2,"(('bin_equal_frequency_10', 'sqft_living'), ('IQR', 'sqft_basement'))",194
"(38465.564, 38640.757]",38465.700393470914,38640.14485693051,3,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_width_2', 'sqft_basement'), ('bin_equal_frequency_10', 'sqft_living'))",181
"(38640.757, 38815.949]",38641.03342103005,38815.59690640913,2,"(('bin_equal_frequency_10', 'sqft_living'), ('zscore_clip_3', 'yr_built'))",187
"(38815.949, 38991.141]",38817.07612344486,38990.796849503255,2,"(('zscore_clip_3', 'grade'), ('bin_equal_frequency_10', 'sqft_living'))",275
"(38991.141, 39166.333]",38992.16178999214,39165.282867138536,2,"(('bin_equal_width_2', 'sqft_basement'), ('bin_equal_frequency_10', 'sqft_living'))",302
"(39166.333, 39341.525]",39166.47881588508,39341.44268043074,2,"(('bin_equal_frequency_5', 'sqft_above'), ('bin_equal_frequency_2', 'sqft_lot15'))",316
"(39341.525, 39516.717]",39342.6128904865,39513.2312464044,3,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_above'), ('bin_equal_frequency_2', 'sqft_lot15'))",208
"(39516.717, 39691.909]",39519.95723171794,39691.588774028496,2,"(('bin_equal_frequency_10', 'sqft_living'), ('IQR', 'sqft_lot15'))",249
"(39691.909, 39867.101]",39692.02965040317,39866.95494807593,2,"(('bin_equal_frequency_5', 'sqft_living'), ('bin_equal_width_5', 'sqft_living15'))",273
"(39867.101, 40042.293]",39867.708152372084,40040.47065768161,2,"(('bin_equal_frequency_10', 'sqft_living'), ('zscore_filter_3', 'yr_built'))",267
"(40042.293, 40217.486]",40042.76121804323,40217.0542252738,2,"(('bin_equal_frequency_2', 'bedrooms'), ('bin_equal_frequency_10', 'sqft_living'))",317
"(40217.486, 40392.678]",40218.47933110793,40392.518350316204,2,"(('bin_equal_frequency_5', 'sqft_above'), ('bin_equal_frequency_5', 'yr_built'))",300
"(40392.678, 40567.87]",40393.02068607527,40567.32702241106,2,"(('bin_equal_frequency_5', 'sqft_living'), ('bin_equal_frequency_5', 'sqft_lot15'))",440
"(40567.87, 40743.062]",40567.97589981643,40742.67265232709,2,"(('IQR', 'bedrooms'), ('bin_equal_frequency_5', 'sqft_living'))",435
"(40743.062, 40918.254]",40743.13231398252,40917.990603409075,2,"(('IQR', 'sqft_basement'), ('bin_equal_frequency_5', 'sqft_living'))",405
"(40918.254, 41093.446]",40918.569797222895,41093.079579537676,2,"(('zscore_clip_3', 'bedrooms'), ('bin_equal_frequency_10', 'sqft_living'))",514
"(41093.446, 41268.638]",41093.69221647121,41268.62664141173,2,"(('bin_equal_frequency_10', 'sqft_living'), ('bin_equal_frequency_5', 'sqft_lot'))",488
"(41268.638, 41443.83]",41269.73510746032,41443.37484960472,2,"(('norm_log', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",460
"(41443.83, 41619.023]",41444.27507453974,41618.75289546682,2,"(('isolationForest', 'bathrooms'), ('bin_equal_width_5', 'grade'))",615
"(41619.023, 41794.215]",41619.21220960192,41794.007150036974,2,"(('zscore_clip_3', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",630
"(41794.215, 41969.407]",41794.68132952081,41969.07398765562,2,"(('winsorize', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",830
"(41969.407, 42144.599]",41969.48655626272,42144.19027214583,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_2', 'sqft_lot15'))",720
"(42144.599, 42319.791]",42144.83760631784,42319.623068130626,1,"(('bin_equal_frequency_10', 'sqft_living'),)",979
"(42319.791, 42494.983]",42319.81906582141,42494.93847654574,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",706
"(42494.983, 42670.175]",42495.49722766755,42669.47754222389,2,"(('zscore_clip_3', 'grade'), ('bin_equal_frequency_5', 'sqft_living'))",601
"(42670.175, 42845.367]",42670.20497841847,42845.064331942995,2,"(('bin_equal_frequency_10', 'sqft_living'), ('norm_log', 'sqft_lot'))",496
"(42845.367, 43020.559]",42847.10714032829,43019.98289401744,2,"(('bin_equal_frequency_5', 'sqft_living'), ('bin_equal_width_10', 'sqft_living15'))",478
"(43020.559, 43195.752]",43020.8515182461,43195.694893708715,2,"(('bin_equal_frequency_2', 'sqft_lot15'), ('bin_equal_frequency_2', 'yr_built'))",463
"(43195.752, 43370.944]",43196.00173568949,43370.9121453588,2,"(('bin_equal_frequency_5', 'sqft_above'), ('bin_equal_frequency_10', 'yr_built'))",654
"(43370.944, 43546.136]",43371.09032095084,43545.87739915923,2,"(('isolationForest', 'bathrooms'), ('winsorize', 'sqft_living'))",609
"(43546.136, 43721.328]",43547.3060856761,43720.601010048915,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",625
"(43721.328, 43896.52]",43722.323593856454,43896.40028886399,2,"(('bin_equal_frequency_2', 'bedrooms'), ('bin_equal_frequency_2', 'sqft_lot15'))",762
"(43896.52, 44071.712]",43896.553922818865,44071.69882376637,2,"(('bin_equal_width_2', 'bedrooms'), ('bin_equal_frequency_10', 'sqft_living'))",652
"(44071.712, 44246.904]",44072.7099439212,44246.17069776261,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",689
"(44246.904, 44422.096]",44247.244588972666,44422.018596585796,2,"(('bin_equal_frequency_2', 'bedrooms'), ('bin_equal_frequency_2', 'yr_built'))",785
"(44422.096, 44597.288]",44422.30105617232,44597.23507715519,2,"(('IQR', 'sqft_basement'), ('bin_equal_frequency_2', 'sqft_lot15'))",785
"(44597.288, 44772.481]",44597.50633353703,44772.40857225965,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_5', 'yr_built'))",971
"(44772.481, 44947.673]",44772.86293383111,44947.62834577089,2,"(('norm_log', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1116
"(44947.673, 45122.865]",44948.15979805957,45122.77766225503,2,"(('zscore_clip_3', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1438
"(45122.865, 45298.057]",45122.95004690461,45297.92070866262,2,"(('zscore_filter_3', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_living'))",1171
"(45298.057, 45473.249]",45298.14404760625,45473.14490566531,1,"(('bin_equal_frequency_5', 'sqft_living'),)",1429
"(45473.249, 45648.441]",45473.34400837359,45648.39449360893,2,"(('bin_equal_width_5', 'bedrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1372
"(45648.441, 45823.633]",45648.56731512816,45823.50205501758,2,"(('bin_equal_width_2', 'floors'), ('bin_equal_frequency_10', 'sqft_living'))",1141
"(45823.633, 45998.825]",45824.015105414794,45998.70625893497,2,"(('isolationForest', 'bathrooms'), ('zscore_clip_3', 'sqft_living'))",1063
"(45998.825, 46174.018]",45998.83272284837,46173.963976181025,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_lot15'))",1160
"(46174.018, 46349.21]",46174.12234279769,46349.205624263144,2,"(('IQR', 'bedrooms'), ('bin_equal_frequency_5', 'sqft_above'))",1065
"(46349.21, 46524.402]",46349.21931917435,46524.38015079497,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1274
"(46524.402, 46699.594]",46524.52033082658,46699.21004150173,2,"(('zscore_clip_3', 'bedrooms'), ('bin_equal_frequency_5', 'yr_built'))",1253
"(46699.594, 46874.786]",46700.267700319615,46874.690726404726,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1361
"(46874.786, 47049.978]",46874.968165837796,47049.91644638239,2,"(('IQR', 'grade'), ('bin_equal_frequency_2', 'yr_built'))",1526
"(47049.978, 47225.17]",47050.02577575769,47225.070397587486,2,"(('isolationForest', 'bathrooms'), ('zscore_filter_3', 'view'))",1480
"(47225.17, 47400.362]",47225.292413484945,47400.29594875869,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_lot15'))",1444
"(47400.362, 47575.554]",47400.49447261725,47575.49223113241,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1577
"(47575.554, 47750.747]",47575.56062078983,47750.63998279747,2,"(('zscore_filter_3', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_living'))",1662
"(47750.747, 47925.939]",47750.767475090375,47925.83616201028,2,"(('bin_equal_width_2', 'bedrooms'), ('bin_equal_frequency_5', 'yr_built'))",1880
"(47925.939, 48101.131]",47925.984778263584,48101.02434784521,2,"(('isolationForest', 'bathrooms'), ('bin_equal_width_2', 'sqft_living15'))",1520
"(48101.131, 48276.323]",48101.44413039461,48276.3014315094,2,"(('bin_equal_frequency_2', 'bathrooms'), ('norm_log', 'sqft_living'))",2071
"(48276.323, 48451.515]",48276.423743638,48451.460230603436,2,"(('bin_equal_width_5', 'bathrooms'), ('norm_log', 'sqft_living'))",1686
"(48451.515, 48626.707]",48451.55727956384,48626.04847088655,1,"(('norm_log', 'sqft_living'),)",2041
"(48626.707, 48801.899]",48626.98521137996,48801.766541188445,2,"(('bin_equal_frequency_2', 'bedrooms'), ('IQR', 'sqft_basement'))",2148
"(48801.899, 48977.091]",48802.03431114454,48976.88093336602,2,"(('isolationForest', 'bathrooms'), ('zscore_filter_3', 'sqft_basement'))",2105
"(48977.091, 49152.284]",48977.15772466194,49152.20333169588,2,"(('bin_equal_frequency_2', 'bedrooms'), ('bin_equal_width_5', 'sqft_living15'))",2079
"(49152.284, 49327.476]",49152.481182014955,49327.34687963018,2,"(('isolationForest', 'bathrooms'), ('norm_log', 'sqft_living'))",2151
"(49327.476, 49502.668]",49327.49115684132,49502.64478773322,2,"(('bin_equal_frequency_2', 'bedrooms'), ('zscore_clip_3', 'yr_built'))",2144
"(49502.668, 49677.86]",49502.70626417771,49677.553268532676,2,"(('isolationForest', 'bathrooms'), ('bin_equal_frequency_2', 'sqft_living15'))",2540
"(49677.86, 49853.052]",49678.09219948532,49853.026026742686,2,"(('zscore_filter_3', 'bathrooms'), ('bin_equal_width_2', 'sqft_living'))",2449
"(49853.052, 50028.244]",49853.14373554718,50028.14668827501,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_above'))",2466
"(50028.244, 50203.436]",50028.303127743726,50203.359823811385,2,"(('bin_equal_frequency_2', 'bedrooms'), ('zscore_clip_3', 'grade'))",2946
"(50203.436, 50378.628]",50203.794059486136,50378.5614227054,2,"(('winsorize', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_above'))",2829
"(50378.628, 50553.82]",50378.91933624555,50553.70744590024,1,"(('bin_equal_frequency_5', 'sqft_above'),)",3248
"(50553.82, 50729.013]",50553.83417305356,50728.90749139253,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_frequency_2', 'sqft_lot15'))",3273
"(50729.013, 50904.205]",50729.016375161504,50904.079566558656,1,"(('bin_equal_frequency_5', 'yr_built'),)",3350
"(50904.205, 51079.397]",50904.28100238194,51079.27416254309,2,"(('isolationForest', 'bathrooms'), ('zscore_filter_3', 'sqft_living'))",3387
"(51079.397, 51254.589]",51079.447612818556,51254.51502444073,2,"(('isolationForest', 'bathrooms'), ('zscore_clip_3', 'bedrooms'))",3473
"(51254.589, 51429.781]",51254.59868415974,51429.774328500986,2,"(('bin_equal_frequency_2', 'bathrooms'), ('isolationForest', 'bathrooms'))",3841
"(51429.781, 51604.973]",51429.843918211154,51604.93076613493,1,"(('bin_equal_frequency_2', 'sqft_lot15'),)",3865
"(51604.973, 51780.165]",51605.01122417126,51780.14445596443,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_frequency_5', 'yr_built'))",3928
"(51780.165, 51955.357]",51780.173463353945,51955.29232143131,2,"(('norm_log', 'bathrooms'), ('bin_equal_frequency_5', 'yr_built'))",4231
"(51955.357, 52130.55]",51955.376573109694,52130.52249138716,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_frequency_5', 'sqft_above'))",4595
"(52130.55, 52305.742]",52130.587980404816,52305.697536477055,1,"(('IQR', 'sqft_living'),)",5064
"(52305.742, 52480.934]",52305.77243859104,52480.92746340901,2,"(('norm_log', 'bathrooms'), ('IQR', 'sqft_living'))",4826
"(52480.934, 52656.126]",52480.96470031274,52656.0905519522,2,"(('bin_equal_width_2', 'bathrooms'), ('isolationForest', 'bathrooms'))",4685
"(52656.126, 52831.318]",52656.17825092345,52831.25467271736,2,"(('bin_equal_width_5', 'bathrooms'), ('IQR', 'sqft_living'))",5174
"(52831.318, 53006.51]",52831.33848370547,53006.49877181308,2,"(('bin_equal_frequency_2', 'bathrooms'), ('IQR', 'sqft_living'))",4837
"(53006.51, 53181.702]",53006.5720674014,53181.679329363884,1,"(('isolationForest', 'bathrooms'),)",5415
"(53181.702, 53356.894]",53181.76703014618,53356.892786681696,1,"(('bin_equal_frequency_2', 'bedrooms'),)",6010
"(53356.894, 53532.086]",53356.943756254994,53532.069478337624,1,"(('bin_equal_frequency_10', 'sqft_above'),)",5430
"(53532.086, 53707.279]",53532.12580475589,53707.250553944425,2,"(('bin_equal_frequency_2', 'bathrooms'), ('IQR', 'sqft_lot'))",5087
"(53707.279, 53882.471]",53707.28101769055,53882.36812731781,1,"(('bin_equal_frequency_2', 'yr_built'),)",5136
"(53882.471, 54057.663]",53882.56544099567,54057.65705744902,1,"(('bin_equal_frequency_10', 'yr_built'),)",4583
"(54057.663, 54232.855]",54057.68096859691,54232.78987099926,2,"(('bin_equal_frequency_2', 'bathrooms'), ('IQR', 'sqft_basement'))",4710
"(54232.855, 54408.047]",54232.95501424044,54408.028312243376,2,"(('bin_equal_width_5', 'bathrooms'), ('bin_equal_frequency_2', 'yr_built'))",4424
"(54408.047, 54583.239]",54408.108384323226,54583.234679445755,2,"(('bin_equal_width_5', 'bathrooms'), ('bin_equal_frequency_10', 'yr_built'))",4369
"(54583.239, 54758.431]",54583.3776954638,54758.405202346294,1,"(('IQR', 'sqft_basement'),)",5174
"(54758.431, 54933.623]",54758.50112870938,54933.60711215213,2,"(('bin_equal_width_5', 'bathrooms'), ('isolationForest', 'bathrooms'))",4739
"(54933.623, 55108.816]",54933.70387207465,55108.77869939193,2,"(('bin_equal_width_5', 'bathrooms'), ('IQR', 'sqft_basement'))",4522
"(55108.816, 55284.008]",55108.8794597652,55283.96645429376,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_frequency_10', 'sqft_above'))",4660
"(55284.008, 55459.2]",55284.00819538934,55459.18538985726,2,"(('bin_equal_frequency_2', 'bathrooms'), ('IQR', 'bedrooms'))",4865
"(55459.2, 55634.392]",55459.31193303627,55634.372215802585,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_frequency_2', 'bedrooms'))",4963
"(55634.392, 55809.584]",55634.49747667153,55809.545917149706,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_width_5', 'sqft_living15'))",5442
"(55809.584, 55984.776]",55809.58609367275,55984.74860189903,1,"(('IQR', 'bedrooms'),)",6393
"(55984.776, 56159.968]",55984.816626029206,56159.964376582335,2,"(('bin_equal_frequency_2', 'bathrooms'), ('winsorize', 'sqft_living'))",5674
"(56159.968, 56335.16]",56159.970571452024,56335.132593104485,2,"(('bin_equal_width_2', 'bathrooms'), ('IQR', 'bedrooms'))",6105
"(56335.16, 56510.352]",56335.27025195978,56510.34925458477,1,"(('zscore_clip_3', 'sqft_living'),)",6990
"(56510.352, 56685.545]",56510.361129799334,56685.49672591781,1,"(('bin_equal_frequency_5', 'sqft_lot15'),)",6812
"(56685.545, 56860.737]",56685.6027191218,56860.71527461546,1,"(('winsorize', 'sqft_living'),)",7042
"(56860.737, 57035.929]",56860.780058814686,57035.90087392144,1,"(('zscore_filter_3', 'sqft_living'),)",7562
"(57035.929, 57211.121]",57035.932931883595,57211.10159582622,1,"(('bin_equal_frequency_2', 'sqft_living'),)",7501
"(57211.121, 57386.313]",57211.12127034459,57386.25022964172,2,"(('bin_equal_frequency_2', 'bathrooms'), ('zscore_filter_3', 'grade'))",6929
"(57386.313, 57561.505]",57386.317860731855,57561.488917570874,1,"(('bin_equal_frequency_2', 'sqft_above'),)",7371
"(57561.505, 57736.697]",57561.51514376095,57736.69201536906,1,"(('bin_equal_width_5', 'sqft_living15'),)",7073
"(57736.697, 57911.889]",57736.735519917296,57911.87465382018,1,"(('zscore_clip_3', 'bedrooms'),)",7512
"(57911.889, 58087.082]",57911.96077873961,58087.07048576144,2,"(('bin_equal_frequency_2', 'bathrooms'), ('IQR', 'grade'))",8211
"(58087.082, 58262.274]",58087.09866967711,58262.256641073356,1,"(('bin_equal_frequency_2', 'sqft_living15'),)",8769
"(58262.274, 58437.466]",58262.386075496746,58437.33109917844,2,"(('bin_equal_frequency_2', 'bathrooms'), ('winsorize', 'bedrooms'))",8829
"(58437.466, 58612.658]",58437.4859396404,58612.65780174125,1,"(('zscore_filter_3', 'grade'),)",11146
"(58612.658, 58787.85]",58612.66471626903,58787.8370184531,1,"(('zscore_filter_3', 'bathrooms'),)",10487
"(58787.85, 58963.042]",58787.85820162867,58963.04062597181,1,"(('bin_equal_frequency_10', 'sqft_living15'),)",7863
"(58963.042, 59138.234]",58963.072890380914,59138.217324178164,1,"(('norm_log', 'sqft_above'),)",8011
"(59138.234, 59313.426]",59138.27655143084,59313.36859868914,1,"(('norm_log', 'sqft_basement'),)",7795
"(59313.426, 59488.618]",59313.450720038745,59488.582411893345,2,"(('bin_equal_frequency_2', 'bathrooms'), ('winsorize', 'condition'))",8044
"(59488.618, 59663.811]",59488.63505334106,59663.777430288545,2,"(('bin_equal_frequency_2', 'bathrooms'), ('drop_duplicates', 'bathrooms'))",7290
"(59663.811, 59839.003]",59663.86458440498,59839.00198172967,1,"(('bin_equal_frequency_2', 'bathrooms'),)",8892
"(59839.003, 60014.195]",59839.00383824998,60014.17836298876,1,"(('zscore_filter_3', 'sqft_above'),)",9316
"(60014.195, 60189.387]",60014.216759454626,60189.34838344127,1,"(('norm_log', 'bedrooms'),)",9709
"(60189.387, 60364.579]",60189.447355587035,60364.53480740658,1,"(('zscore_clip_3', 'grade'),)",8080
"(60364.579, 60539.771]",60364.58335752341,60539.77102760681,1,"(('bin_equal_width_2', 'sqft_living15'),)",8616
"(60539.771, 60714.963]",60539.78380373395,60714.95105459287,1,"(('bin_equal_width_2', 'sqft_basement'),)",9158
"(60714.963, 60890.155]",60715.02559555701,60890.113464224654,1,"(('zscore_filter_3', 'floors'),)",9203
"(60890.155, 61065.347]",60890.22022540099,61065.33958706267,1,"(('norm_log', 'floors'),)",9608
"(61065.347, 61240.54]",61065.42175158204,61240.49807023987,1,"(('IQR', 'bathrooms'),)",9266
"(61240.54, 61415.732]",61240.560502173044,61415.69137292728,1,"(('bin_equal_width_5', 'bedrooms'),)",8248
"(61415.732, 61590.924]",61415.7652779607,61590.788845156756,0,(),9325
"(61590.924, 61766.116]",61590.923869401195,61766.09416026772,1,"(('norm_log', 'condition'),)",7658
"(61766.116, 61941.308]",61766.1526795018,61941.24158942016,1,"(('bin_equal_width_5', 'sqft_lot'),)",4119
"(61941.308, 62116.5]",61941.61407791076,62116.49662335052,1,"(('bin_equal_width_2', 'bathrooms'),)",4268
"(62116.5, 62291.692]",62116.502014667196,62291.67859493196,1,"(('norm_log', 'sqft_lot'),)",3341
"(62291.692, 62466.884]",62291.70199739433,62466.725847258786,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_width_10', 'sqft_basement'))",2172
"(62466.884, 62642.077]",62466.90264158137,62641.77165054935,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_width_5', 'sqft_living'))",1755
"(62642.077, 62817.269]",62642.303213068466,62817.262599836235,2,"(('bin_equal_width_2', 'bathrooms'), ('zscore_clip_3', 'sqft_lot'))",1584
"(62817.269, 62992.461]",62817.27038235487,62992.029581818846,1,"(('bin_equal_width_10', 'yr_built'),)",1591
"(62992.461, 63167.653]",62992.59019435197,63167.28578181861,1,"(('bin_equal_width_10', 'bathrooms'),)",1373
"(63167.653, 63342.845]",63168.07826012569,63342.683651838655,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_width_10', 'yr_built'))",1277
"(63342.845, 63518.037]",63342.91827100317,63517.12390232086,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_width_5', 'sqft_lot'))",909
"(63518.037, 63693.229]",63518.11902326017,63692.91432282909,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_width_10', 'sqft_basement'))",888
"(63693.229, 63868.421]",63693.6746911328,63868.36075305598,2,"(('bin_equal_width_10', 'bathrooms'), ('zscore_clip_3', 'sqft_lot'))",712
"(63868.421, 64043.613]",63868.6848886876,64043.33719005436,2,"(('zscore_clip_3', 'bathrooms'), ('IQR', 'bathrooms'))",839
"(64043.613, 64218.806]",64043.85305895656,64218.51103616506,2,"(('bin_equal_width_5', 'grade'), ('bin_equal_frequency_10', 'sqft_above'))",695
"(64218.806, 64393.998]",64219.35260006754,64393.893905229415,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_width_2', 'floors'))",798
"(64393.998, 64569.19]",64394.186226915845,64569.071040915325,2,"(('bin_equal_width_2', 'floors'), ('zscore_clip_3', 'yr_built'))",694
"(64569.19, 64744.382]",64569.39783609735,64744.232606596786,2,"(('bin_equal_width_2', 'floors'), ('IQR', 'sqft_above'))",737
"(64744.382, 64919.574]",64745.19494472349,64919.54607047216,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_width_2', 'yr_built'))",780
"(64919.574, 65094.766]",64919.79106889142,65094.293475415616,2,"(('bin_equal_width_5', 'grade'), ('zscore_clip_3', 'grade'))",617
"(65094.766, 65269.958]",65095.35028790255,65269.652837156784,2,"(('IQR', 'bathrooms'), ('bin_equal_width_2', 'floors'))",748
"(65269.958, 65445.15]",65270.437495044614,65445.06964103444,2,"(('winsorize', 'bedrooms'), ('zscore_filter_3', 'yr_renovated'))",754
"(65445.15, 65620.343]",65445.39002562984,65620.10116810095,2,"(('bin_equal_width_5', 'bedrooms'), ('zscore_filter_3', 'yr_renovated'))",780
"(65620.343, 65795.535]",65620.49367855563,65794.70610511565,2,"(('zscore_filter_3', 'bathrooms'), ('bin_equal_width_2', 'yr_built'))",793
"(65795.535, 65970.727]",65796.51326297481,65970.1529300288,2,"(('bin_equal_width_2', 'floors'), ('bin_equal_frequency_2', 'sqft_living15'))",683
"(65970.727, 66145.919]",65970.879720456,66145.91694572802,2,"(('zscore_filter_3', 'bedrooms'), ('bin_equal_width_2', 'yr_built'))",825
"(66145.919, 66321.111]",66146.1202775836,66320.60591314314,2,"(('zscore_clip_3', 'bedrooms'), ('bin_equal_width_2', 'yr_built'))",772
"(66321.111, 66496.303]",66321.48244718756,66495.92416814901,2,"(('bin_equal_frequency_2', 'bathrooms'), ('zscore_filter_3', 'yr_renovated'))",741
"(66496.303, 66671.495]",66496.35727569352,66671.21781866168,2,"(('bin_equal_width_2', 'bedrooms'), ('bin_equal_width_2', 'yr_built'))",657
"(66671.495, 66846.687]",66672.44955162825,66845.6209654726,2,"(('bin_equal_width_2', 'bedrooms'), ('bin_equal_width_2', 'floors'))",835
"(66846.687, 67021.879]",66846.72721758671,67021.64176023893,1,"(('zscore_filter_3', 'yr_renovated'),)",902
"(67021.879, 67197.072]",67023.27826786743,67196.78149111681,2,"(('zscore_clip_3', 'bathrooms'), ('bin_equal_width_2', 'floors'))",706
"(67197.072, 67372.264]",67197.45240522867,67371.90695108194,2,"(('winsorize', 'bathrooms'), ('zscore_filter_3', 'yr_renovated'))",719
"(67372.264, 67547.456]",67372.44027048377,67546.67882825209,2,"(('norm_log', 'bathrooms'), ('zscore_filter_3', 'yr_renovated'))",614
"(67547.456, 67722.648]",67547.67915537528,67722.62919934755,2,"(('zscore_clip_3', 'bathrooms'), ('zscore_filter_3', 'yr_renovated'))",785
"(67722.648, 67897.84]",67722.77655863458,67896.87243862083,2,"(('bin_equal_width_5', 'bathrooms'), ('zscore_filter_3', 'yr_renovated'))",718
"(67897.84, 68073.032]",67898.20242903502,68072.0803801473,2,"(('bin_equal_width_5', 'bedrooms'), ('bin_equal_width_2', 'yr_built'))",629
"(68073.032, 68248.224]",68073.62779712728,68248.0943405129,2,"(('norm_log', 'bathrooms'), ('bin_equal_width_2', 'yr_built'))",485
"(68248.224, 68423.416]",68248.69800240216,68423.08339099213,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_width_2', 'floors'))",633
"(68423.416, 68598.609]",68423.55589527187,68598.38013399538,2,"(('IQR', 'bedrooms'), ('bin_equal_width_5', 'grade'))",552
"(68598.609, 68773.801]",68599.18024182692,68773.58360328244,2,"(('bin_equal_width_2', 'bathrooms'), ('bin_equal_width_2', 'yr_built'))",573
"(68773.801, 68948.993]",68774.04400708778,68948.77670594848,2,"(('bin_equal_width_5', 'bathrooms'), ('bin_equal_width_2', 'floors'))",538
"(68948.993, 69124.185]",68949.05387019734,69123.90075410856,2,"(('drop_duplicates', 'bathrooms'), ('bin_equal_width_2', 'yr_built'))",592
"(69124.185, 69299.377]",69124.31389656408,69299.35063287188,1,"(('bin_equal_width_2', 'yr_built'),)",826
"(69299.377, 69474.569]",69299.84510633776,69474.50836825202,2,"(('zscore_filter_3', 'bathrooms'), ('bin_equal_width_5', 'grade'))",790
"(69474.569, 69649.761]",69474.73730594147,69648.84897185185,1,"(('bin_equal_width_2', 'floors'),)",810
"(69649.761, 69824.953]",69651.01285312162,69823.98720838607,2,"(('bin_equal_frequency_2', 'bathrooms'), ('bin_equal_width_5', 'grade'))",587
"(69824.953, 70000.145]",69825.01964105628,69999.52412498866,2,"(('bin_equal_width_2', 'floors'), ('norm_log', 'grade'))",464
"(70000.145, 70175.338]",70000.468873673,70174.31683643562,2,"(('bin_equal_width_5', 'grade'), ('bin_equal_frequency_10', 'sqft_living15'))",240
"(70175.338, 70350.53]",70175.80456876269,70350.45669439586,2,"(('zscore_filter_3', 'floors'), ('bin_equal_width_5', 'grade'))",331
"(70350.53, 70525.722]",70351.20035783782,70525.24869246114,2,"(('bin_equal_width_10', 'bathrooms'), ('bin_equal_width_2', 'floors'))",492
"(70525.722, 70700.914]",70526.64256719359,70699.58763799153,2,"(('bin_equal_width_5', 'grade'), ('zscore_clip_3', 'sqft_living15'))",289
"(70700.914, 70876.106]",70701.92300661934,70874.2999031283,2,"(('bin_equal_width_5', 'grade'), ('bin_equal_width_2', 'sqft_living15'))",342
"(70876.106, 71051.298]",70876.42669800541,71049.89138247064,2,"(('bin_equal_width_5', 'bedrooms'), ('bin_equal_width_5', 'grade'))",350
"(71051.298, 71226.49]",71051.39260601034,71225.67368237827,2,"(('drop_duplicates', 'bathrooms'), ('bin_equal_width_5', 'grade'))",299
"(71226.49, 71401.682]",71226.5178110455,71401.52001227728,1,"(('bin_equal_width_5', 'grade'),)",683
"(71401.682, 71576.875]",71402.07886972834,71576.50492286209,2,"(('winsorize', 'bathrooms'), ('bin_equal_width_5', 'grade'))",417
"(71576.875, 71752.067]",71577.60892289194,71750.22528120257,2,"(('bin_equal_width_5', 'grade'), ('bin_equal_width_10', 'sqft_basement'))",206
"(71752.067, 71927.259]",71752.38274953407,71923.56821462435,2,"(('zscore_clip_3', 'bathrooms'), ('bin_equal_width_5', 'grade'))",221
