bucket_range,min_ate_in_bin,max_ate_in_bin,min_length,best_sequence,count
"(1339.482, 1351.141]",1339.4839675053936,1351.1361987317441,3,"(('bin_equal_frequency_10', 'age'), ('zscore_clip_3', 'education'), ('drop_duplicates', 'TABLE'))",3225
"(1351.141, 1362.799]",1351.1646397234344,1362.7760688290628,3,"(('bin_equal_frequency_10', 'age'), ('drop_duplicates', 'TABLE'), ('bin_equal_frequency_2', 'education'))",3175
"(1362.799, 1374.457]",1362.8004207338872,1374.453388606299,2,"(('zscore_clip_3', 'age'), ('isolationForest', 'TABLE'))",2966
"(1374.457, 1386.115]",1374.457833152855,1386.1134027426315,3,"(('bin_equal_frequency_10', 'age'), ('drop_duplicates', 'TABLE'), ('bin_equal_width_5', 'education'))",2480
"(1386.115, 1397.773]",1386.1210766346921,1397.7521289214756,2,"(('bin_equal_frequency_10', 'age'), ('drop_duplicates', 'TABLE'))",2983
"(1397.773, 1409.431]",1397.7747797003258,1409.424724167859,2,"(('zscore_filter_3', 'age'), ('isolationForest', 'TABLE'))",3273
"(1409.431, 1421.089]",1409.438066150914,1421.088011883342,3,"(('bin_equal_frequency_2', 'age'), ('bin_equal_width_5', 'education'), ('isolationForest', 'TABLE'))",3608
"(1421.089, 1432.747]",1421.0957249676599,1432.7405045569922,3,"(('bin_equal_frequency_2', 'education'), ('bin_equal_width_2', 'age'), ('isolationForest', 'TABLE'))",3518
"(1432.747, 1444.405]",1432.787722573129,1444.3974825657288,3,"(('bin_equal_width_2', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'age'))",3410
"(1444.405, 1456.063]",1444.4207769024933,1456.0614788284456,2,"(('winsorize', 'education'), ('isolationForest', 'TABLE'))",3978
"(1456.063, 1467.721]",1456.0698854275042,1467.7188659511376,2,"(('bin_equal_width_5', 'education'), ('isolationForest', 'TABLE'))",3730
"(1467.721, 1479.379]",1467.7289913977274,1479.376957812925,2,"(('IQR', 'age'), ('isolationForest', 'TABLE'))",3243
"(1479.379, 1491.037]",1479.4110578106247,1491.032660038849,3,"(('bin_equal_frequency_5', 'education'), ('bin_equal_width_10', 'age'), ('isolationForest', 'TABLE'))",2798
"(1491.037, 1502.696]",1491.0383503293415,1502.6939803604564,2,"(('IQR', 'education'), ('isolationForest', 'TABLE'))",3580
"(1502.696, 1514.354]",1502.7004242429375,1514.336647616883,2,"(('bin_equal_width_2', 'age'), ('isolationForest', 'TABLE'))",3316
"(1514.354, 1526.012]",1514.3576784026427,1526.011113358294,2,"(('isolationForest', 'TABLE'), ('IQR', 'education'))",4416
"(1526.012, 1537.67]",1526.0210723751015,1537.6668118865282,2,"(('bin_equal_width_5', 'age'), ('isolationForest', 'TABLE'))",5658
"(1537.67, 1549.328]",1537.6714787713672,1549.3274818102454,2,"(('norm_log', 'age'), ('isolationForest', 'TABLE'))",7525
"(1549.328, 1560.986]",1549.3294294513798,1560.9855916232677,1,"(('IQR', 'education'),)",6623
"(1560.986, 1572.644]",1560.9862612437219,1572.6430039713723,2,"(('bin_equal_frequency_10', 'age'), ('IQR', 'education'))",6053
"(1572.644, 1584.302]",1572.644434549924,1584.297710368999,1,"(('drop_duplicates', 'TABLE'),)",5669
"(1584.302, 1595.96]",1584.3071336891835,1595.9583944725127,2,"(('bin_equal_width_10', 'age'), ('isolationForest', 'TABLE'))",4559
"(1595.96, 1607.618]",1595.961830133002,1607.618201498347,2,"(('bin_equal_frequency_5', 'education'), ('drop_duplicates', 'TABLE'))",4206
"(1607.618, 1619.276]",1607.6237128886041,1619.2761431181111,2,"(('bin_equal_frequency_2', 'education'), ('bin_equal_width_5', 'age'))",4141
"(1619.276, 1630.934]",1619.2845431455444,1630.9273069902001,1,"(('bin_equal_frequency_2', 'education'),)",4964
"(1630.934, 1642.592]",1630.946035599186,1642.5905426623594,2,"(('bin_equal_frequency_2', 'age'), ('bin_equal_frequency_5', 'education'))",6678
"(1642.592, 1654.251]",1642.6080529132405,1654.2475462193952,1,"(('bin_equal_frequency_5', 'education'),)",6959
"(1654.251, 1665.909]",1654.2561032804306,1665.9067836967351,1,"(('bin_equal_frequency_2', 'age'),)",6683
"(1665.909, 1677.567]",1665.9152243984672,1677.564990966216,0,(),6605
"(1677.567, 1689.225]",1677.5778409623335,1689.2192529001804,1,"(('bin_equal_width_10', 'education'),)",4881
"(1689.225, 1700.883]",1689.2250378784502,1700.8824299820371,2,"(('bin_equal_width_2', 'age'), ('zscore_filter_3', 'education'))",3460
"(1700.883, 1712.541]",1700.8882655605553,1712.5339690035535,1,"(('isolationForest', 'TABLE'),)",2678
"(1712.541, 1724.199]",1712.5447859103379,1724.1939047918102,3,"(('bin_equal_frequency_2', 'education'), ('bin_equal_width_5', 'age'), ('IQR', 'age'))",2658
"(1724.199, 1735.857]",1724.199195768008,1735.8559980361847,2,"(('isolationForest', 'TABLE'), ('bin_equal_width_2', 'age'))",3140
"(1735.857, 1747.515]",1735.867643551409,1747.5133479032843,2,"(('bin_equal_width_5', 'age'), ('IQR', 'age'))",2976
"(1747.515, 1759.173]",1747.5197717992369,1759.155324796644,2,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'))",2775
"(1759.173, 1770.831]",1759.1782826323579,1770.8194989622998,3,"(('bin_equal_width_5', 'age'), ('zscore_filter_3', 'education'), ('IQR', 'age'))",2406
"(1770.831, 1782.489]",1770.8370761572523,1782.4836006489404,2,"(('IQR', 'age'), ('drop_duplicates', 'TABLE'))",1773
"(1782.489, 1794.147]",1782.5005555392172,1794.1424396237117,2,"(('IQR', 'age'), ('IQR', 'education'))",1702
"(1794.147, 1805.806]",1794.1509077817964,1805.7605224068827,2,"(('IQR', 'age'), ('zscore_filter_3', 'education'))",1548
"(1805.806, 1817.464]",1805.8249024254847,1817.4592808364544,3,"(('bin_equal_width_2', 'education'), ('drop_duplicates', 'TABLE'), ('IQR', 'age'))",1092
"(1817.464, 1829.122]",1817.4639005323825,1829.106869434202,3,"(('bin_equal_frequency_2', 'education'), ('IQR', 'age'), ('bin_equal_frequency_2', 'age'))",1479
"(1829.122, 1840.78]",1829.1293864733825,1840.7748969351296,2,"(('IQR', 'age'), ('zscore_clip_3', 'education'))",1712
"(1840.78, 1852.438]",1840.8086603351444,1852.4301522218962,2,"(('bin_equal_frequency_2', 'education'), ('IQR', 'age'))",1712
"(1852.438, 1864.096]",1852.463393135602,1864.0902607619328,2,"(('bin_equal_frequency_5', 'education'), ('IQR', 'age'))",1588
"(1864.096, 1875.754]",1864.1212787123059,1875.741467080229,1,"(('IQR', 'age'),)",1492
"(1875.754, 1887.412]",1875.759380755483,1887.3971215525744,2,"(('norm_log', 'education'), ('IQR', 'age'))",1015
"(1887.412, 1899.07]",1887.4137463720872,1899.0297849655917,2,"(('zscore_filter_3', 'education'), ('IQR', 'age'))",870
"(1899.07, 1910.728]",1899.0957107369677,1910.718642821258,3,"(('zscore_filter_3', 'education'), ('bin_equal_width_5', 'education'), ('IQR', 'age'))",334
"(1910.728, 1922.386]",1910.8044145058966,1922.3038295595352,4,"(('bin_equal_frequency_2', 'education'), ('drop_duplicates', 'TABLE'), ('IQR', 'age'), ('bin_equal_frequency_2', 'age'))",93
"(1922.386, 1934.044]",1923.1614612125177,1934.0171523489525,4,"(('bin_equal_width_10', 'education'), ('winsorize', 'age'), ('isolationForest', 'TABLE'), ('IQR', 'education'))",56
"(1934.044, 1945.702]",1934.7167262021621,1945.692904429001,4,"(('isolationForest', 'TABLE'), ('bin_equal_frequency_2', 'age'), ('norm_log', 'education'), ('IQR', 'education'))",44
"(1945.702, 1957.361]",1945.9185574973817,1957.1192166500641,4,"(('zscore_filter_3', 'education'), ('bin_equal_frequency_2', 'education'), ('IQR', 'age'), ('drop_duplicates', 'TABLE'))",71
"(1957.361, 1969.019]",1957.4983720183882,1968.698101961243,4,"(('isolationForest', 'TABLE'), ('norm_log', 'education'), ('IQR', 'education'), ('zscore_clip_3', 'age'))",69
"(1969.019, 1980.677]",1969.35774488254,1980.5067446156063,3,"(('isolationForest', 'TABLE'), ('norm_log', 'education'), ('IQR', 'education'))",59
"(1980.677, 1992.335]",1980.7944807397935,1992.1764032928504,4,"(('isolationForest', 'TABLE'), ('bin_equal_width_10', 'age'), ('norm_log', 'education'), ('IQR', 'education'))",45
"(1992.335, 2003.993]",1992.9200093052332,2003.8045587377446,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_frequency_2', 'age'), ('IQR', 'education'))",29
"(2003.993, 2015.651]",2004.694745669458,2015.1765475517104,4,"(('IQR', 'age'), ('bin_equal_frequency_2', 'age'), ('bin_equal_width_5', 'education'), ('isolationForest', 'TABLE'))",45
"(2015.651, 2027.309]",2015.6626757212398,2026.8751169894986,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_frequency_5', 'age'), ('IQR', 'education'))",57
"(2027.309, 2038.967]",2028.0339316595046,2037.7346554982123,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('IQR', 'education'), ('bin_equal_frequency_2', 'age'))",94
"(2038.967, 2050.625]",2039.3615415758677,2050.364181961544,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('IQR', 'education'), ('zscore_clip_3', 'age'))",90
"(2050.625, 2062.283]",2050.686597883272,2061.6807908175633,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('norm_log', 'age'), ('IQR', 'education'))",78
"(2062.283, 2073.941]",2062.3094347127544,2072.7892680937584,3,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('IQR', 'education'))",134
"(2073.941, 2085.599]",2074.4961245087234,2085.4511288601316,5,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('IQR', 'education'), ('zscore_filter_3', 'age'), ('bin_equal_width_5', 'age'))",8
"(2085.599, 2097.257]",2085.873710911572,2095.675398739152,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_5', 'age'), ('IQR', 'education'))",24
"(2097.257, 2108.916]",2097.2709793704043,2108.807512992264,4,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'age'), ('IQR', 'education'))",35
"(2108.916, 2120.574]",2114.616939239945,2118.3514200503696,5,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('winsorize', 'age'), ('bin_equal_width_2', 'age'), ('IQR', 'education'))",10
"(2120.574, 2132.232]",2125.2433463492453,2132.154618583835,5,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('IQR', 'education'), ('zscore_filter_3', 'age'), ('bin_equal_width_2', 'age'))",10
"(2132.232, 2143.89]",2133.5866748745784,2143.425948852224,5,"(('bin_equal_width_5', 'education'), ('IQR', 'age'), ('bin_equal_frequency_10', 'age'), ('norm_log', 'age'), ('isolationForest', 'TABLE'))",5
"(2143.89, 2155.548]",2151.34379938885,2151.34379938885,6,"(('bin_equal_width_5', 'education'), ('IQR', 'age'), ('bin_equal_frequency_10', 'age'), ('norm_log', 'age'), ('zscore_clip_3', 'education'), ('isolationForest', 'TABLE'))",1
"(2155.548, 2167.206]",2161.57695835626,2161.815045515171,6,"(('bin_equal_width_10', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_5', 'age'), ('zscore_clip_3', 'age'), ('IQR', 'education'), ('IQR', 'age'))",2
"(2178.864, 2190.522]",2181.627753385038,2189.3278432190273,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_frequency_2', 'age'), ('bin_equal_width_2', 'education'), ('IQR', 'education'))",4
"(2202.18, 2213.838]",2207.382921833748,2207.382921833748,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_frequency_10', 'age'), ('bin_equal_width_2', 'education'), ('IQR', 'education'))",1
"(2213.838, 2225.496]",2218.809672408933,2225.0724408218575,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'education'), ('IQR', 'education'), ('bin_equal_frequency_10', 'age'))",3
"(2225.496, 2237.154]",2231.1768678359595,2232.1643813401643,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'education'), ('norm_log', 'age'), ('IQR', 'education'))",2
"(2237.154, 2248.813]",2238.905155345782,2246.980196132691,4,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'education'), ('IQR', 'education'))",11
"(2260.471, 2272.129]",2265.6229582543338,2265.6229582543338,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'education'), ('bin_equal_width_5', 'age'), ('IQR', 'education'))",1
"(2295.445, 2307.103]",2303.596059658804,2303.596059658804,5,"(('norm_min_max', 'education'), ('isolationForest', 'TABLE'), ('bin_equal_width_2', 'age'), ('bin_equal_width_2', 'education'), ('IQR', 'education'))",1
"(2388.709, 2400.368]",2399.519401800101,2399.519401800101,6,"(('bin_equal_width_5', 'education'), ('IQR', 'age'), ('zscore_filter_3', 'education'), ('bin_equal_frequency_10', 'age'), ('norm_log', 'age'), ('isolationForest', 'TABLE'))",1
